retailer,estimated_tires,actual_date,registration_number,name_of_business,contact_person,location,mailing_address,city,province,postal_code,phone_number,fax_number,county,km,time,round_trip_km,round_trip_time,round_trip_cost,latitude,longitude
3408,300,6/27/2023,3408.0,M&D Bryen Enterprises Ltd. (Canadian Tire),Allen Plant,388 Connell Street,388 Connell Street,Woodstock,NB,E7M 5G9,(506) 328-3354,,2A,156.603,1.7030555555555555,313.206,3.406111111111111,810.9166666666666,46.1708832,-67.59890159999999
3408,200,8/9/2023,3408.0,M&D Bryen Enterprises Ltd. (Canadian Tire),Allen Plant,388 Connell Street,388 Connell Street,Woodstock,NB,E7M 5G9,(506) 328-3354,,2A,156.603,1.7030555555555555,313.206,3.406111111111111,810.9166666666666,46.1708832,-67.59890159999999
3408,300,10/11/2023,3408.0,M&D Bryen Enterprises Ltd. (Canadian Tire),Allen Plant,388 Connell Street,388 Connell Street,Woodstock,NB,E7M 5G9,(506) 328-3354,,2A,156.603,1.7030555555555555,313.206,3.406111111111111,810.9166666666666,46.1708832,-67.59890159999999
3408,300,11/10/2023,3408.0,M&D Bryen Enterprises Ltd. (Canadian Tire),Allen Plant,388 Connell Street,388 Connell Street,Woodstock,NB,E7M 5G9,(506) 328-3354,,2A,156.603,1.7030555555555555,313.206,3.406111111111111,810.9166666666666,46.1708832,-67.59890159999999
3408,250,1/4/2024,3408.0,M&D Bryen Enterprises Ltd. (Canadian Tire),Allen Plant,388 Connell Street,388 Connell Street,Woodstock,NB,E7M 5G9,(506) 328-3354,,2A,156.603,1.7030555555555555,313.206,3.406111111111111,810.9166666666666,46.1708832,-67.59890159999999
3244,120,2/13/2023,3244.0,Bagdad Repair Shop,Kenya McKenzie,26 Lower Bagdad Road,26 Lower Bagdad Road,Young's Cove,NB,E4C 2H8,(506) 362-1349,,7,60.427,0.8158333333333333,120.854,1.6316666666666666,544.75,45.92205999999999,-65.8639199
3244,150,10/19/2023,3244.0,Bagdad Repair Shop,Kenya McKenzie,26 Lower Bagdad Road,26 Lower Bagdad Road,Young's Cove,NB,E4C 2H8,(506) 362-1349,,7,60.427,0.8158333333333333,120.854,1.6316666666666666,544.75,45.92205999999999,-65.8639199
3000,60,5/6/2022,3000.0,One time pickups,,,,,NB,,,,var,,,,,,,
3000,200,5/5/2022,3000.0,One time pickups,,,,,NB,,,,var,,,,,,,
3000,1000,7/21/2022,3000.0,One time pickups,,,,,NB,,,,var,,,,,,,
3000,50,6/3/2022,3000.0,One time pickups,,,,,NB,,,,var,,,,,,,
3000,100,6/9/2022,3000.0,One time pickups,,,,,NB,,,,var,,,,,,,
3000,100,12/23/2022,3000.0,One time pickups,,,,,NB,,,,var,,,,,,,
3000,100,12/1/2022,3000.0,One time pickups,,,,,NB,,,,var,,,,,,,
3000,75,10/2/2023,3000.0,One time pickups,,,,,NB,,,,var,,,,,,,
3000,30,1/30/2023,3000.0,One time pickups,,,,,NB,,,,var,,,,,,,
3000,2000,8/28/2023,3000.0,One time pickups,,,,,NB,,,,var,,,,,,,
3000,75,10/13/2023,3000.0,One time pickups,,,,,NB,,,,var,,,,,,,
3000,70,11/14/2022,3000.0,One time pickups,,,,,NB,,,,var,,,,,,,
3000,1000,10/11/2022,3000.0,One time pickups,,,,,NB,,,,var,,,,,,,
3000,200,10/20/2022,3000.0,One time pickups,,,,,NB,,,,var,,,,,,,
3000,150,1/10/2023,3000.0,One time pickups,,,,,NB,,,,var,,,,,,,
3000,100,11/3/2022,3000.0,One time pickups,,,,,NB,,,,var,,,,,,,
3000,100,11/1/2022,3000.0,One time pickups,,,,,NB,,,,var,,,,,,,
3000,1000,6/27/2023,3000.0,One time pickups,,,,,NB,,,,var,,,,,,,
3000,1000,6/27/2023,3000.0,One time pickups,,,,,NB,,,,var,,,,,,,
3000,1000,9/20/2023,3000.0,One time pickups,,,,,NB,,,,var,,,,,,,
3000,125,9/16/2022,3000.0,One time pickups,,,,,NB,,,,var,,,,,,,
3000,350,9/29/2022,3000.0,One time pickups,,,,,NB,,,,var,,,,,,,
3000,150,9/30/2022,3000.0,One time pickups,,,,,NB,,,,var,,,,,,,
3000,50,7/26/2022,3000.0,One time pickups,,,,,NB,,,,var,,,,,,,
3000,0,7/5/2022,3000.0,One time pickups,,,,,NB,,,,var,,,,,,,
3000,0,8/25/2022,3000.0,One time pickups,,,,,NB,,,,var,,,,,,,
3000,200,8/4/2022,3000.0,One time pickups,,,,,NB,,,,var,,,,,,,
3000,200,8/18/2022,3000.0,One time pickups,,,,,NB,,,,var,,,,,,,
3000,300,10/13/2022,3000.0,One time pickups,,,,,NB,,,,var,,,,,,,
3000,100,6/20/2022,3000.0,One time pickups,,,,,NB,,,,var,,,,,,,
3000,50,7/5/2022,3000.0,One time pickups,,,,,NB,,,,var,,,,,,,
3000,60,6/17/2022,3000.0,One time pickups,,,,,NB,,,,var,,,,,,,
3000,50,10/4/2022,3000.0,One time pickups,,,,,NB,,,,var,,,,,,,
3000,1000,9/5/2022,3000.0,One time pickups,,,,,NB,,,,var,,,,,,,
2792,800,12/15/2022,2792.0,Chaleur Regional Service Commission,Jocelyne Hackey,1300 Route 360,1300 Route 360,Allardville,NB,E8L 1H5,(506) 542-2696,,3,218.243,2.5116666666666667,436.486,5.023333333333333,1053.5,47.45141659999999,-65.6063772
3142,100,10/18/2022,3142.0,HD Garage,Huguette Doucet,549 Route 160,549 Route 160,Allardville,NB,E8L 1K4,(506) 725-2948,,3,211.214,2.4347222222222222,422.428,4.8694444444444445,1030.4166666666667,47.4815864,-65.4645129
3489,250,8/4/2022,3489.0,LUCAM Tire,Jason Stephens,2247 NB-106,2247 NB-106,Allison,NB,E1G 4L1,(506) 830-2886,,6,140.155,1.5955555555555556,280.31,3.1911111111111112,778.6666666666666,46.0596871,-64.94339289999999
1260,300,1/24/2023,1260.0,Central Garage Ltd.,Rober Cormier,76 rue Notre Dame,76 rue Notre Dame,Atholville,NB,E3N 3Z2,(506) 753-7731,(506) 753-6597,5,337.015,3.631388888888889,674.03,7.262777777777778,1389.4166666666667,47.9967312,-66.7082148
1260,300,7/12/2022,1260.0,Central Garage Ltd.,Rober Cormier,76 rue Notre Dame,76 rue Notre Dame,Atholville,NB,E3N 3Z2,(506) 753-7731,(506) 753-6597,5,337.015,3.631388888888889,674.03,7.262777777777778,1389.4166666666667,47.9967312,-66.7082148
1424,800,6/22/2022,1424.0,Loubert Station Service Ltd.,Serge Loubert,386 Rue Notre Dame,386 Rue Notre Dame,Atholville,NB,E3N 4A2,(506) 789-0201,(506) 789-0528,4A,339.27,3.674166666666667,678.54,7.348333333333334,1402.25,47.9840615,-66.7351992
1424,400,9/26/2022,1424.0,Loubert Station Service Ltd.,Serge Loubert,386 Rue Notre Dame,386 Rue Notre Dame,Atholville,NB,E3N 4A2,(506) 789-0201,(506) 789-0528,4A,339.27,3.674166666666667,678.54,7.348333333333334,1402.25,47.9840615,-66.7351992
1600,0,1/11/2022,1600.0,Canadian Tire (Gestion P. Girard),Lise Cormier,384 Val d'amour Rd.,384 Val D'Amour Rd.,Atholville,NB,E3N 4E3,(506) 789-0220,(506) 789-0221,5,337.166,3.647777777777778,674.332,7.295555555555556,1394.3333333333333,47.9923913,-66.70084059999999
1600,0,4/11/2022,1600.0,Canadian Tire (Gestion P. Girard),Lise Cormier,384 Val d'amour Rd.,384 Val D'Amour Rd.,Atholville,NB,E3N 4E3,(506) 789-0220,(506) 789-0221,5,337.166,3.647777777777778,674.332,7.295555555555556,1394.3333333333333,47.9923913,-66.70084059999999
1600,0,5/10/2022,1600.0,Canadian Tire (Gestion P. Girard),Lise Cormier,384 Val d'amour Rd.,384 Val D'Amour Rd.,Atholville,NB,E3N 4E3,(506) 789-0220,(506) 789-0221,5,337.166,3.647777777777778,674.332,7.295555555555556,1394.3333333333333,47.9923913,-66.70084059999999
1600,0,6/22/2022,1600.0,Canadian Tire (Gestion P. Girard),Lise Cormier,384 Val d'amour Rd.,384 Val D'Amour Rd.,Atholville,NB,E3N 4E3,(506) 789-0220,(506) 789-0221,5,337.166,3.647777777777778,674.332,7.295555555555556,1394.3333333333333,47.9923913,-66.70084059999999
1600,0,8/24/2022,1600.0,Canadian Tire (Gestion P. Girard),Lise Cormier,384 Val d'amour Rd.,384 Val D'Amour Rd.,Atholville,NB,E3N 4E3,(506) 789-0220,(506) 789-0221,5,337.166,3.647777777777778,674.332,7.295555555555556,1394.3333333333333,47.9923913,-66.70084059999999
1600,0,9/26/2022,1600.0,Canadian Tire (Gestion P. Girard),Lise Cormier,384 Val d'amour Rd.,384 Val D'Amour Rd.,Atholville,NB,E3N 4E3,(506) 789-0220,(506) 789-0221,5,337.166,3.647777777777778,674.332,7.295555555555556,1394.3333333333333,47.9923913,-66.70084059999999
1600,0,11/7/2022,1600.0,Canadian Tire (Gestion P. Girard),Lise Cormier,384 Val d'amour Rd.,384 Val D'Amour Rd.,Atholville,NB,E3N 4E3,(506) 789-0220,(506) 789-0221,5,337.166,3.647777777777778,674.332,7.295555555555556,1394.3333333333333,47.9923913,-66.70084059999999
1807,500,7/5/2023,1807.0,Avondale Auto Service,David Walton,340 White Road,340 White Road,Avondale,NB,E7K 1Y5,(506) 375-8769,,2,175.517,1.9113888888888888,351.034,3.8227777777777776,873.4166666666666,46.31454,-67.64546
3258,50,7/11/2023,3258.0,Leeman's Truck and Auto,Marvin Leeman,713 Route 172,713 Route 172,Back Bay,NB,E5C 1X1,(506) 755-3860,,8,156.894,2.118611111111111,313.788,4.237222222222222,935.5833333333331,45.07520419999999,-66.8546805
3409,550,6/27/2022,3409.0,DD Entreprise,Daniel Duguay,1680 chemin baie du petit Pokemouche,1680 chemin baie du petit Pokemouche,Baie du Petit Pokemouche,NB,E8S 2Y6,(506) 336-2642,,3,262.907,3.193611111111111,525.814,6.387222222222222,1258.0833333333333,47.7080946,-64.728639
2498,700,9/14/2023,2498.0,M.L.M. Trucking - Logging Inc.,Mario Michaud,3309 Rue Principale,C.P. 1963 - 3309 Rue Principale,Bakerbrook,NB,E7A 1V8,(506) 258-3361,(506) 258-3361,9,342.817,3.535277777777778,685.634,7.070555555555556,1360.5833333333337,47.3035772,-68.4860482
2881,100,9/14/2022,2881.0,Murphy's Auto Salvage,Allan Murphy,4772 Route 495,4772 Rout 495,Balla-Philip,NB,E4W 3T7,(506) 955-3343,,4,115.948,1.4794444444444443,231.896,2.9588888888888887,743.8333333333333,46.4634641,-64.9101187
1372,200,5/19/2022,1372.0,Landry Tire Shop,Roch Landry,758 Ave. des Pionniers,758 Ave des Pionniers,Balmoral,NB,E8E 1E4,(506) 826-2061,(506) 826-2061,5,311.877,3.4094444444444445,623.754,6.818888888888889,1322.8333333333333,47.9784144,-66.4197975
1372,5000,7/13/2022,1372.0,Landry Tire Shop,Roch Landry,758 Ave. des Pionniers,758 Ave des Pionniers,Balmoral,NB,E8E 1E4,(506) 826-2061,(506) 826-2061,5,311.877,3.4094444444444445,623.754,6.818888888888889,1322.8333333333333,47.9784144,-66.4197975
1372,300,10/11/2022,1372.0,Landry Tire Shop,Roch Landry,758 Ave. des Pionniers,758 Ave des Pionniers,Balmoral,NB,E8E 1E4,(506) 826-2061,(506) 826-2061,5,311.877,3.4094444444444445,623.754,6.818888888888889,1322.8333333333333,47.9784144,-66.4197975
1372,1000,11/2/2022,1372.0,Landry Tire Shop,Roch Landry,758 Ave. des Pionniers,758 Ave des Pionniers,Balmoral,NB,E8E 1E4,(506) 826-2061,(506) 826-2061,5,311.877,3.4094444444444445,623.754,6.818888888888889,1322.8333333333333,47.9784144,-66.4197975
2668,200,5/11/2022,2668.0,Mecanik SJP,Serge Pelletier,2710 ave des Pionniers,2710 ave des Pionniers,Balmoral,NB,E8E 1G6,(506) 826-3653,(506) 826-2631,5,320.807,3.546111111111111,641.614,7.092222222222222,1363.8333333333333,47.94955849999999,-66.5317283
2668,150,8/25/2022,2668.0,Mecanik SJP,Serge Pelletier,2710 ave des Pionniers,2710 ave des Pionniers,Balmoral,NB,E8E 1G6,(506) 826-3653,(506) 826-2631,5,320.807,3.546111111111111,641.614,7.092222222222222,1363.8333333333333,47.94955849999999,-66.5317283
2668,150,12/5/2022,2668.0,Mecanik SJP,Serge Pelletier,2710 ave des Pionniers,2710 ave des Pionniers,Balmoral,NB,E8E 1G6,(506) 826-3653,(506) 826-2631,5,320.807,3.546111111111111,641.614,7.092222222222222,1363.8333333333333,47.94955849999999,-66.5317283
3348,500,6/8/2022,3348.0,Kevin Savoie Auto Services,Kevin Savoie,596 rue Drapeau,596 rue Drapeau,Balmoral,NB,E8E 1K7,(506) 874-0821,,5,311.268,3.428333333333333,622.536,6.8566666666666665,1328.4999999999998,47.9637948,-66.38609199999999
2529,300,5/2/2023,2529.0,Elze Service Station Inc.,Stephen Boutilier,7749 St. Paul St.,7749 St. Paul St.,Bas-Caraquet,NB,E1W 1A9,(506) 727-3144,(506) 726-6349,3,272.377,3.2830555555555554,544.754,6.566111111111111,1284.9166666666663,47.80133,-64.86497000000001
1034,400,6/13/2022,1034.0,Bathurst Honda (Olivier Honda),Carla Thibodeau,2300 St. Peter Ave.,2300 St. Peter Ave.,Bathurst,NB,E2A 7K2,(506) 548-4560,(506) 548-3032,3,239.799,2.703888888888889,479.598,5.407777777777778,1111.1666666666667,47.65949879999999,-65.6804396
1225,250,7/11/2022,1225.0,City Center Service Station Ltd.,Claude Doucette,402 Murray Avenue,402 Murray Avenue,Bathurst,NB,E2A 1T5,(506) 546-9408,,3,231.81,2.625555555555556,463.62,5.251111111111111,1087.6666666666667,47.6183396,-65.6500013
1346,100,5/31/2022,1346.0,Hatheway Limited,Johanne Martin,1030 St. Anne Street,1030 St. Anne Street,Bathurst,NB,E2A 6X2,(506) 546-4464,(506) 546-0894,3,235.391,2.644722222222222,470.782,5.289444444444444,1093.4166666666667,47.6256274,-65.69261070000002
1346,150,10/17/2022,1346.0,Hatheway Limited,Johanne Martin,1030 St. Anne Street,1030 St. Anne Street,Bathurst,NB,E2A 6X2,(506) 546-4464,(506) 546-0894,3,235.391,2.644722222222222,470.782,5.289444444444444,1093.4166666666667,47.6256274,-65.69261070000002
1390,0,4/5/2022,1390.0,C.T.R. Tire NB Ltd.,Fancine Aube,1870 King Ave,P.O. Box 204,Bathurst,NB,E2A 3Z2,(506) 546-4145,(506) 546-4145,3,229.997,2.565,459.994,5.13,1069.5,47.599038,-65.6576986
1390,0,5/24/2022,1390.0,C.T.R. Tire NB Ltd.,Fancine Aube,1870 King Ave,P.O. Box 204,Bathurst,NB,E2A 3Z2,(506) 546-4145,(506) 546-4145,3,229.997,2.565,459.994,5.13,1069.5,47.599038,-65.6576986
1390,0,8/29/2022,1390.0,C.T.R. Tire NB Ltd.,Fancine Aube,1870 King Ave,P.O. Box 204,Bathurst,NB,E2A 3Z2,(506) 546-4145,(506) 546-4145,3,229.997,2.565,459.994,5.13,1069.5,47.599038,-65.6576986
1390,0,9/20/2022,1390.0,C.T.R. Tire NB Ltd.,Fancine Aube,1870 King Ave,P.O. Box 204,Bathurst,NB,E2A 3Z2,(506) 546-4145,(506) 546-4145,3,229.997,2.565,459.994,5.13,1069.5,47.599038,-65.6576986
1390,0,10/17/2022,1390.0,C.T.R. Tire NB Ltd.,Fancine Aube,1870 King Ave,P.O. Box 204,Bathurst,NB,E2A 3Z2,(506) 546-4145,(506) 546-4145,3,229.997,2.565,459.994,5.13,1069.5,47.599038,-65.6576986
1835,200,4/18/2022,1835.0,Bayside Chrysler Dodge Ltd.,Kim Scott,1374 St. Peter Ave.,1374 St. Peter Ave.,Bathurst,NB,E2A 3A5,(506) 546-6606,(506) 546-9956,3,237.663,2.662777777777778,475.326,5.325555555555556,1098.8333333333337,47.64028200000001,-65.6808598
1869,1000,6/26/2023,1869.0,Department of Transportation,Michel LeClair,"3109 Route 134, Miramichi Road",P.O. Box 476,Bathurst,NB,E2A 3Z4,(506) 547-2144,,3,223.789,2.580555555555556,447.578,5.161111111111111,1074.1666666666667,47.58282699999999,-65.5949127
1885,0,4/5/2022,1885.0,Canadian Tire (A&B Deschenes Sales Ltd),Andre Deschenes,520 St. Peter Ave.,520 St. Peter Ave.,Bathurst,NB,E2A 2Y7,(506) 547-8120,(506) 547-8131,3,234.527,2.705277777777778,469.054,5.410555555555556,1111.5833333333333,47.6305072,-65.6648386
1885,0,5/31/2022,1885.0,Canadian Tire (A&B Deschenes Sales Ltd),Andre Deschenes,520 St. Peter Ave.,520 St. Peter Ave.,Bathurst,NB,E2A 2Y7,(506) 547-8120,(506) 547-8131,3,234.527,2.705277777777778,469.054,5.410555555555556,1111.5833333333333,47.6305072,-65.6648386
1885,0,7/11/2022,1885.0,Canadian Tire (A&B Deschenes Sales Ltd),Andre Deschenes,520 St. Peter Ave.,520 St. Peter Ave.,Bathurst,NB,E2A 2Y7,(506) 547-8120,(506) 547-8131,3,234.527,2.705277777777778,469.054,5.410555555555556,1111.5833333333333,47.6305072,-65.6648386
1885,0,9/9/2022,1885.0,Canadian Tire (A&B Deschenes Sales Ltd),Andre Deschenes,520 St. Peter Ave.,520 St. Peter Ave.,Bathurst,NB,E2A 2Y7,(506) 547-8120,(506) 547-8131,3,234.527,2.705277777777778,469.054,5.410555555555556,1111.5833333333333,47.6305072,-65.6648386
1885,0,10/17/2022,1885.0,Canadian Tire (A&B Deschenes Sales Ltd),Andre Deschenes,520 St. Peter Ave.,520 St. Peter Ave.,Bathurst,NB,E2A 2Y7,(506) 547-8120,(506) 547-8131,3,234.527,2.705277777777778,469.054,5.410555555555556,1111.5833333333333,47.6305072,-65.6648386
2364,50,6/13/2022,2364.0,Curt's Auto Repair Ltd.,Curtis Bennet,2525 St. Peter Ave.,2525 St. Peter Ave.,Bathurst,NB,E2A 7K3,(506) 545-7978,,3,240.363,2.713055555555556,480.726,5.426111111111111,1113.9166666666667,47.6636234,-65.6847733
2364,60,10/6/2022,2364.0,Curt's Auto Repair Ltd.,Curtis Bennet,2525 St. Peter Ave.,2525 St. Peter Ave.,Bathurst,NB,E2A 7K3,(506) 545-7978,,3,240.363,2.713055555555556,480.726,5.426111111111111,1113.9166666666667,47.6636234,-65.6847733
3101,70,7/17/2023,3101.0,L. Bertin Ent. Ltd.0,Louis Bertin,490 Murray Ave.,490 Murray Ave.,Bathurst,NB,E2A 1T5,(506) 546-2155,,3,231.667,2.620277777777778,463.334,5.240555555555556,1086.0833333333337,47.6176044,-65.6496473
3105,100,5/31/2022,3105.0,JDI Hatheway Auto Ltd.,Paul Wood,1060 St. Anne St,1060 St. Anne St,Bathurst,NB,E2A 6X2,(506) 548-8988,,3,235.251,2.6294444444444443,470.502,5.2588888888888885,1088.8333333333333,47.6265716,-65.6947784
3105,150,10/17/2022,3105.0,JDI Hatheway Auto Ltd.,Paul Wood,1060 St. Anne St,1060 St. Anne St,Bathurst,NB,E2A 6X2,(506) 548-8988,,3,235.251,2.6294444444444443,470.502,5.2588888888888885,1088.8333333333333,47.6265716,-65.6947784
3213,0,10/17/2022,3213.0,Ecole Secondaire Nepisiguit,Paul Thibodeau,915 rue St-Anne,915 rue St-Anne,Bathurst,NB,E2A 6X1,(506) 547-2785,,3,236.473,2.680277777777778,472.946,5.360555555555556,1104.0833333333337,47.6252472,-65.68454659999999
3541,98,7/20/2022,3541.0,Todd Field Automotive Inc.,Todd Field,1275 King Ave.,,Bathurst,NB,E2A 1R7,(506) 588-8737,,3,230.968,2.5836111111111117,461.936,5.167222222222223,1075.0833333333337,47.6065599,-65.65190919999999
2327,250,6/9/2022,2327.0,Baxter's Corner Auto Repair,Wayne Wood,5 Lackie Lane,5 Lackie Lane,Baxter's Corner,NB,E2F 2N3,(506) 696-5445,,12,128.935,1.8502777777777777,257.87,3.7005555555555554,855.0833333333333,45.385649,-65.8174186
2327,250,1/9/2023,2327.0,Baxter's Corner Auto Repair,Wayne Wood,5 Lackie Lane,5 Lackie Lane,Baxter's Corner,NB,E2F 2N3,(506) 696-5445,,12,128.935,1.8502777777777777,257.87,3.7005555555555554,855.0833333333333,45.385649,-65.8174186
3284,200,7/25/2022,3284.0,Big Dog Equipment Sales Inc.,Terry Green,100 Dobie Road,100 Dobie Road,Beardsley,NB,E7M 4E1,(506) 328-4311,,2A,150.78,1.6125,301.56,3.225,783.75,46.1165919,-67.6006853
3336,150,9/13/2022,3336.0,Stockford Reefer Services Inc.,Matthew,7 Aubrie Court,7 Aubrie Court,Beardsley,NB,E7M 0H3,(506) 325-4108,,2A,150.875,1.6197222222222225,301.75,3.239444444444445,785.9166666666667,46.125339,-67.609815
3069,1200,8/17/2022,3069.0,Carmichael Towing,Gary Carmichael,381 Archibald Rd.,381 Archibald Rd.,Belledune,NB,E8G 1V4,(506) 237-5213,,3,285.544,3.168888888888889,571.088,6.337777777777778,1250.6666666666663,47.9047546,-66.0583224
1726,200,10/25/2022,1726.0,Alignement Plus Ltée,Suzanne Doucet,722 rue Technologie,722 rue Technologie,Beresford,NB,E8K 2C4,(506) 542-1313,,3,243.981,2.7225,487.962,5.445,1116.75,47.70621999999999,-65.72322
2760,0,2/18/2022,2760.0,Southeast Regional Service Commission #7,Trina Young,2024 Route 128,2024 Route 128,Berry Mills,NB,E1C 8T6,(506) 877-1050,,6,144.556,1.5722222222222222,289.112,3.1444444444444444,771.6666666666666,46.1015333,-64.8880459
2760,0,5/31/2022,2760.0,Southeast Regional Service Commission #7,Trina Young,2024 Route 128,2024 Route 128,Berry Mills,NB,E1C 8T6,(506) 877-1050,,6,144.556,1.5722222222222222,289.112,3.1444444444444444,771.6666666666666,46.1015333,-64.8880459
2760,0,8/12/2022,2760.0,Southeast Regional Service Commission #7,Trina Young,2024 Route 128,2024 Route 128,Berry Mills,NB,E1C 8T6,(506) 877-1050,,6,144.556,1.5722222222222222,289.112,3.1444444444444444,771.6666666666666,46.1015333,-64.8880459
2760,0,9/7/2022,2760.0,Southeast Regional Service Commission #7,Trina Young,2024 Route 128,2024 Route 128,Berry Mills,NB,E1C 8T6,(506) 877-1050,,6,144.556,1.5722222222222222,289.112,3.1444444444444444,771.6666666666666,46.1015333,-64.8880459
2760,1500,9/30/2022,2760.0,Southeast Regional Service Commission #7,Trina Young,2024 Route 128,2024 Route 128,Berry Mills,NB,E1C 8T6,(506) 877-1050,,6,144.556,1.5722222222222222,289.112,3.1444444444444444,771.6666666666666,46.1015333,-64.8880459
2760,1000,10/28/2022,2760.0,Southeast Regional Service Commission #7,Trina Young,2024 Route 128,2024 Route 128,Berry Mills,NB,E1C 8T6,(506) 877-1050,,6,144.556,1.5722222222222222,289.112,3.1444444444444444,771.6666666666666,46.1015333,-64.8880459
2760,700,11/30/2022,2760.0,Southeast Regional Service Commission #7,Trina Young,2024 Route 128,2024 Route 128,Berry Mills,NB,E1C 8T6,(506) 877-1050,,6,144.556,1.5722222222222222,289.112,3.1444444444444444,771.6666666666666,46.1015333,-64.8880459
2601,600,4/21/2022,2601.0,Arm' n Sons,Arman Richardson,1620 Route 11,1620 Route 11,Berryville,NB,E9G 4H6,(506) 776-8568,,1,180.251,2.120277777777778,360.502,4.240555555555556,936.0833333333334,47.14707199999999,-65.2528842
2601,0,6/10/2022,2601.0,Arm' n Sons,Arman Richardson,1620 Route 11,1620 Route 11,Berryville,NB,E9G 4H6,(506) 776-8568,,1,180.251,2.120277777777778,360.502,4.240555555555556,936.0833333333334,47.14707199999999,-65.2528842
3367,500,10/26/2023,3367.0,A. Frigault Pieces & Rep,Richard Hache,929 Boul des Acadiens,929 Boul des Acadiens,Bertrand,NB,E1W 1H5,(506) 727-3330,,3,269.148,3.2180555555555554,538.296,6.436111111111111,1265.4166666666663,47.7649541,-65.0471118
2819,1000,11/22/2022,2819.0,D. Harris Auto Repair,D. Harris,3341 Route 760,3341 Route 760,Bethel,NB,E5C 1G3,(506) 755-2565,,8,154.693,2.0411111111111118,309.386,4.082222222222223,912.3333333333334,45.1474224,-66.8838877
3283,200,9/6/2022,3283.0,G.L. Auto Service Inc.,Gabriel or Barbara LeBlanc,30 rue Industrielle,30 rue Industrielle,Bouctouche,NB,E4S 3H9,(506) 850-4000,,4,145.795,1.7466666666666666,291.59,3.493333333333333,824.0,46.4674036,-64.73766239999999
3283,250,1/19/2023,3283.0,G.L. Auto Service Inc.,Gabriel or Barbara LeBlanc,30 rue Industrielle,30 rue Industrielle,Bouctouche,NB,E4S 3H9,(506) 850-4000,,4,145.795,1.7466666666666666,291.59,3.493333333333333,824.0,46.4674036,-64.73766239999999
3574,25,10/31/2022,3574.0,Kelcro Logging Ltd.,William or Monica Crosthwaite,43 Upper Mountain Road,43 Upper Mountain Road,"Boundary Creek, NB",NB,E1G 4A4,(506) 372-5790,,,136.02,1.5194444444444444,272.04,3.0388888888888888,755.8333333333333,46.0783297,-64.998477
3075,125,10/27/2022,3075.0,Salisbury Road Automotive,Lee O'Brien,2520 Route 106,2520 Route 106,Boundary Creek,NB,E1G 4M2,(506) 215-1001,,6,137.386,1.561388888888889,274.772,3.122777777777778,768.4166666666666,46.0549141,-64.978241
3217,500,8/18/2022,3217.0,Godzilla Recycling and Scrap Metal,Rene Brideau,11 rue de Letang,11 Rue de Letang,Brantville,NB,E9H 2C1,(506) 394-5498,,1,215.296,2.563055555555556,430.592,5.126111111111111,1068.9166666666667,47.3732597,-64.9694519
3217,300,11/17/2022,3217.0,Godzilla Recycling and Scrap Metal,Rene Brideau,11 rue de Letang,11 Rue de Letang,Brantville,NB,E9H 2C1,(506) 394-5498,,1,215.296,2.563055555555556,430.592,5.126111111111111,1068.9166666666667,47.3732597,-64.9694519
3217,400,1/19/2023,3217.0,Godzilla Recycling and Scrap Metal,Rene Brideau,11 rue de Letang,11 Rue de Letang,Brantville,NB,E9H 2C1,(506) 394-5498,,1,215.296,2.563055555555556,430.592,5.126111111111111,1068.9166666666667,47.3732597,-64.9694519
3130,300,8/22/2022,3130.0,Sungro Horticulture Ltd.,Michel Guignard,156 Burnt Church Rd.,156 Burnt Church Rd.,Burnt Church,NB,E9G 4E2,(506) 336-9715,,1,191.874,2.2808333333333333,383.748,4.5616666666666665,984.25,47.193621,-65.1581379
3189,300,5/19/2022,3189.0,Triple A Automotive Inc.,Joshua Arbeau,46 Kelty Court,46 Kelty Court,Burton,NB,E2V 4S4,(506) 442-1964,,13,50.288,0.68,100.576,1.36,504.00000000000006,45.859781,-66.437957
3189,300,11/25/2022,3189.0,Triple A Automotive Inc.,Joshua Arbeau,46 Kelty Court,46 Kelty Court,Burton,NB,E2V 4S4,(506) 442-1964,,13,50.288,0.68,100.576,1.36,504.00000000000006,45.859781,-66.437957
3418,100,7/19/2022,3418.0,Gaetan Gasse,Solange Gasse,68 Calhoun Road,68 Calhoun Road,Calhoun,NB,E1H 2A7,(506) 858-5304,,6,175.656,1.8677777777777775,351.312,3.735555555555556,860.3333333333333,46.05495,-64.583
2965,300,6/30/2023,2965.0,Roach Enterprises Ltd.,Thomas Roach,416 Back California Settlement Road,416 Back California Settlement Road,California Settlement,NB,E3Z 1V6,(506) 473-1830,,11,247.094,2.565555555555556,494.188,5.131111111111111,1069.6666666666667,46.901309,-67.7805913
3199,60,9/1/2022,3199.0,C.A.R. Equipment,Troy Ham,2679 Lower Cambridge Road,2679 Lower Cambridge Road,Cambridge Narrows,NB,E4C 1P9,(506) 488-1188,,7,70.079,0.9438888888888888,140.158,1.8877777777777776,583.1666666666667,45.7951,-65.97896
1095,250,7/25/2022,1095.0,Mundles Service Ltd.,Michael Mundle,5 Ramsay St.,5 Ramsay St.,Campbellton,NB,E3N 1T2,(506) 759-8881,(506) 753-5175,5,334.4,3.609722222222222,668.8,7.219444444444444,1382.9166666666667,48.010928,-66.666637
